,Unnamed: 0,source,target,fraction,source_description,target_description,contingency
31,31,QN,PF,0.004484304932735,Ask a product-question (wh-question),Prohibit/forbid/protest hearer's performance of an act,0
32,32,QN,PRCN,0.012331838565023,Ask a product-question (wh-question),Perform verbal move in game. | Count.,0
33,33,QN,QN,0.008968609865471,Ask a product-question (wh-question),Ask a product-question (wh-question),0
34,34,QN,RD,0.006726457399103,Ask a product-question (wh-question),Refuse to carry out an act requested or proposed by other.,0
35,35,QN,RPCS,0.041479820627803,Ask a product-question (wh-question),Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,0
36,36,QN,RR,0.002242152466368,Ask a product-question (wh-question),Request to repeat utterance.,1
37,37,QN,RT,0.022421524663677,Ask a product-question (wh-question),Repeat or imitate other's utterance.,1
38,38,QN,SA,0.561659192825112,Ask a product-question (wh-question),Answer a wh-question with a statement.,1
39,39,QN,SI,0.01457399103139,Ask a product-question (wh-question),State intent to carry out act by speaker.,0
40,40,QN,STAPDWTXCT,0.050448430493274,Ask a product-question (wh-question),Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,0
41,41,QN,WS,0.001121076233184,Ask a product-question (wh-question),Express a wish.,0
42,42,QN,YA,0.004484304932735,Ask a product-question (wh-question),Answer a question with a yes/no question.,1
43,43,QN,YQTQ,0.001121076233184,Ask a product-question (wh-question),Ask a yes/no question. | Ask a limited-alternative yes/no question.,0
44,44,QN,YYOO,0.230941704035874,Ask a product-question (wh-question),Make a word-like utterance without clear function. | Unintelligible vocalization.,0
45,45,RPCS,AA,0.004746835443038,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Answer in the affirmative to yes/no question.,0
46,46,RPCS,ABPMET,0.001582278481013,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,0
47,47,RPCS,AC,0.011075949367089,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Answer calls; show attentiveness to communications.,1
48,48,RPCS,ADALGI,0.088607594936709,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,1
49,49,RPCS,CL,0.012658227848101,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Call attention to hearer by name or by substitute exclamations,0
50,50,RPCS,DC,0.004746835443038,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Create a new state of affairs by declaration,0
51,51,RPCS,FP,0.001582278481013,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Ask for permission to carry out act.,0
52,52,RPCS,MKTOXA,0.042721518987342,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,0
53,53,RPCS,PF,0.02373417721519,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Prohibit/forbid/protest hearer's performance of an act,1
54,54,RPCS,PRCN,0.009493670886076,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Perform verbal move in game. | Count.,1
55,55,RPCS,QN,0.018987341772152,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Ask a product-question (wh-question),0
56,56,RPCS,RD,0.142405063291139,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Refuse to carry out an act requested or proposed by other.,1
57,57,RPCS,RPCS,0.115506329113924,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
58,58,RPCS,RR,0.014240506329114,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Request to repeat utterance.,1
59,59,RPCS,RT,0.044303797468355,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Repeat or imitate other's utterance.,0
60,60,RPCS,SA,0.003164556962025,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Answer a wh-question with a statement.,0
61,61,RPCS,SI,0.017405063291139,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,State intent to carry out act by speaker.,1
62,62,RPCS,SS,0.001582278481013,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Signal to start performing an act such as running or rolling a ball,1
63,63,RPCS,STAPDWTXCT,0.098101265822785,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
64,64,RPCS,YQTQ,0.022151898734177,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Ask a yes/no question. | Ask a limited-alternative yes/no question.,0
65,65,RPCS,YYOO,0.32120253164557,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
66,66,RQ,AA,0.010695187165775,Yes/no question or suggestion about hearer's wishes and intentions,Answer in the affirmative to yes/no question.,1
67,67,RQ,AC,0.008021390374332,Yes/no question or suggestion about hearer's wishes and intentions,Answer calls; show attentiveness to communications.,0
68,68,RQ,ADALGI,0.368983957219251,Yes/no question or suggestion about hearer's wishes and intentions,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,0
69,69,RQ,AN,0.002673796791444,Yes/no question or suggestion about hearer's wishes and intentions,Answer in the negative to yes/no question,1
70,70,RQ,CL,0.010695187165775,Yes/no question or suggestion about hearer's wishes and intentions,Call attention to hearer by name or by substitute exclamations,0
71,71,RQ,DC,0.002673796791444,Yes/no question or suggestion about hearer's wishes and intentions,Create a new state of affairs by declaration,0
72,72,RQ,MKTOXA,0.016042780748663,Yes/no question or suggestion about hearer's wishes and intentions,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,0
73,73,RQ,PF,0.002673796791444,Yes/no question or suggestion about hearer's wishes and intentions,Prohibit/forbid/protest hearer's performance of an act,0
74,74,RQ,QN,0.008021390374332,Yes/no question or suggestion about hearer's wishes and intentions,Ask a product-question (wh-question),0
75,75,RQ,RD,0.192513368983957,Yes/no question or suggestion about hearer's wishes and intentions,Refuse to carry out an act requested or proposed by other.,1
76,76,RQ,RPCS,0.061497326203209,Yes/no question or suggestion about hearer's wishes and intentions,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
77,77,RQ,RR,0.008021390374332,Yes/no question or suggestion about hearer's wishes and intentions,Request to repeat utterance.,1
78,78,RQ,RT,0.037433155080214,Yes/no question or suggestion about hearer's wishes and intentions,Repeat or imitate other's utterance.,0
79,79,RQ,SA,0.005347593582888,Yes/no question or suggestion about hearer's wishes and intentions,Answer a wh-question with a statement.,0
80,80,RQ,SI,0.013368983957219,Yes/no question or suggestion about hearer's wishes and intentions,State intent to carry out act by speaker.,1
81,81,RQ,SS,0.002673796791444,Yes/no question or suggestion about hearer's wishes and intentions,Signal to start performing an act such as running or rolling a ball,0
82,82,RQ,STAPDWTXCT,0.050802139037433,Yes/no question or suggestion about hearer's wishes and intentions,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
83,83,RQ,YQTQ,0.010695187165775,Yes/no question or suggestion about hearer's wishes and intentions,Ask a yes/no question. | Ask a limited-alternative yes/no question.,0
84,84,RQ,YYOO,0.18716577540107,Yes/no question or suggestion about hearer's wishes and intentions,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
85,85,STAPDWTXCT,AA,0.01061320754717,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Answer in the affirmative to yes/no question.,0
86,86,STAPDWTXCT,AC,0.024764150943396,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Answer calls; show attentiveness to communications.,0
87,87,STAPDWTXCT,CL,0.012971698113208,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Call attention to hearer by name or by substitute exclamations,1
88,88,STAPDWTXCT,CMEMED,0.001179245283019,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Commiserate express sympathy for hearer's distress. | Exclaim in distress pain. | Exclaim in disapproval.,1
89,89,STAPDWTXCT,DC,0.005896226415094,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Create a new state of affairs by declaration,1
90,90,STAPDWTXCT,EAEIECEX,0.002358490566038,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Elicit onomatopoeic or animal sounds. | Elicit imitation of word or sentence by modelling or by explicit command | Elicit completion of word or sentence. | Elicit completion of rote-learned text.,1
91,91,STAPDWTXCT,FP,0.001179245283019,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Ask for permission to carry out act.,1
92,92,STAPDWTXCT,MKTOXA,0.047169811320755,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,1
93,93,STAPDWTXCT,PF,0.008254716981132,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Prohibit/forbid/protest hearer's performance of an act,0
94,94,STAPDWTXCT,PRCN,0.029481132075472,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Perform verbal move in game. | Count.,1
95,95,STAPDWTXCT,QN,0.022405660377359,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Ask a product-question (wh-question),1
96,96,STAPDWTXCT,RD,0.005896226415094,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Refuse to carry out an act requested or proposed by other.,0
97,97,STAPDWTXCT,RPCS,0.063679245283019,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
98,98,STAPDWTXCT,RQ,0.001179245283019,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Yes/no question or suggestion about hearer's wishes and intentions,1
99,99,STAPDWTXCT,RR,0.002358490566038,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Request to repeat utterance.,1
100,100,STAPDWTXCT,RT,0.14622641509434,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Repeat or imitate other's utterance.,1
101,101,STAPDWTXCT,SA,0.018867924528302,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Answer a wh-question with a statement.,0
102,102,STAPDWTXCT,SI,0.033018867924528,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,State intent to carry out act by speaker.,1
103,103,STAPDWTXCT,STAPDWTXCT,0.246462264150943,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
104,104,STAPDWTXCT,YA,0.001179245283019,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Answer a question with a yes/no question.,0
105,105,STAPDWTXCT,YQTQ,0.022405660377359,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Ask a yes/no question. | Ask a limited-alternative yes/no question.,1
106,106,STAPDWTXCT,YYOO,0.292452830188679,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
107,107,YA,AA,0.5,Answer a question with a yes/no question.,Answer in the affirmative to yes/no question.,1
108,108,YA,AN,0.083333333333333,Answer a question with a yes/no question.,Answer in the negative to yes/no question,1
109,109,YA,DC,0.041666666666667,Answer a question with a yes/no question.,Create a new state of affairs by declaration,0
110,110,YA,RPCS,0.041666666666667,Answer a question with a yes/no question.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,0
111,111,YA,RT,0.083333333333333,Answer a question with a yes/no question.,Repeat or imitate other's utterance.,0
112,112,YA,SA,0.041666666666667,Answer a question with a yes/no question.,Answer a wh-question with a statement.,0
113,113,YA,STAPDWTXCT,0.041666666666667,Answer a question with a yes/no question.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,0
114,114,YA,YD,0.041666666666667,Answer a question with a yes/no question.,Agree to a declaration.,0
115,115,YA,YYOO,0.125,Answer a question with a yes/no question.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
116,116,YQTQ,AA,0.391521197007481,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Answer in the affirmative to yes/no question.,1
117,117,YQTQ,AC,0.007481296758105,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Answer calls; show attentiveness to communications.,0
118,118,YQTQ,ADALGI,0.002493765586035,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,0
119,119,YQTQ,AN,0.067331670822943,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Answer in the negative to yes/no question,1
120,120,YQTQ,CL,0.007481296758105,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Call attention to hearer by name or by substitute exclamations,0
121,121,YQTQ,DC,0.007481296758105,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Create a new state of affairs by declaration,0
122,122,YQTQ,MKTOXA,0.024937655860349,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,0
123,123,YQTQ,PRCN,0.007481296758105,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Perform verbal move in game. | Count.,0
124,124,YQTQ,QN,0.00498753117207,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Ask a product-question (wh-question),0
125,125,YQTQ,RD,0.01496259351621,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Refuse to carry out an act requested or proposed by other.,0
126,126,YQTQ,RPCS,0.062344139650873,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,0
127,127,YQTQ,RR,0.017456359102244,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Request to repeat utterance.,1
128,128,YQTQ,RT,0.037406483790524,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Repeat or imitate other's utterance.,0
129,129,YQTQ,SA,0.007481296758105,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Answer a wh-question with a statement.,0
130,130,YQTQ,SI,0.01496259351621,Ask a yes/no question. | Ask a limited-alternative yes/no question.,State intent to carry out act by speaker.,0
131,131,YQTQ,STAPDWTXCT,0.057356608478803,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,0
132,132,YQTQ,TA,0.002493765586035,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Answer a limited-alternative question.,1
133,133,YQTQ,YD,0.002493765586035,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Agree to a declaration.,0
134,134,YQTQ,YQTQ,0.007481296758105,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Ask a yes/no question. | Ask a limited-alternative yes/no question.,0
135,135,YQTQ,YYOO,0.254364089775561,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
136,136,ABPMET,ABPMET,0.024691358024691,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,1
137,137,ABPMET,CL,0.024691358024691,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,Call attention to hearer by name or by substitute exclamations,1
138,138,ABPMET,CMEMED,0.012345679012346,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,Commiserate express sympathy for hearer's distress. | Exclaim in distress pain. | Exclaim in disapproval.,1
139,139,ABPMET,DC,0.037037037037037,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,Create a new state of affairs by declaration,1
140,140,ABPMET,MKTOXA,0.074074074074074,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,1
141,141,ABPMET,PRCN,0.012345679012346,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,Perform verbal move in game. | Count.,1
142,142,ABPMET,QN,0.024691358024691,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,Ask a product-question (wh-question),1
143,143,ABPMET,RPCS,0.123456790123457,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
144,144,ABPMET,RT,0.024691358024691,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,Repeat or imitate other's utterance.,1
145,145,ABPMET,SI,0.08641975308642,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,State intent to carry out act by speaker.,1
146,146,ABPMET,STAPDWTXCT,0.111111111111111,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
147,147,ABPMET,YQTQ,0.012345679012346,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,Ask a yes/no question. | Ask a limited-alternative yes/no question.,1
148,148,ABPMET,YYOO,0.432098765432099,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
149,149,PF,ABPMET,0.017241379310345,Prohibit/forbid/protest hearer's performance of an act,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,0
150,150,PF,ADALGI,0.017241379310345,Prohibit/forbid/protest hearer's performance of an act,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,1
151,151,PF,CL,0.03448275862069,Prohibit/forbid/protest hearer's performance of an act,Call attention to hearer by name or by substitute exclamations,0
152,152,PF,FP,0.017241379310345,Prohibit/forbid/protest hearer's performance of an act,Ask for permission to carry out act.,1
153,153,PF,MKTOXA,0.017241379310345,Prohibit/forbid/protest hearer's performance of an act,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,1
154,154,PF,PF,0.155172413793103,Prohibit/forbid/protest hearer's performance of an act,Prohibit/forbid/protest hearer's performance of an act,1
155,155,PF,QN,0.017241379310345,Prohibit/forbid/protest hearer's performance of an act,Ask a product-question (wh-question),1
