,Unnamed: 0,source,target,fraction,source_description,target_description,contingency
156,156,PF,RD,0.051724137931035,Prohibit/forbid/protest hearer's performance of an act,Refuse to carry out an act requested or proposed by other.,0
157,157,PF,RPCS,0.120689655172414,Prohibit/forbid/protest hearer's performance of an act,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
158,158,PF,RT,0.068965517241379,Prohibit/forbid/protest hearer's performance of an act,Repeat or imitate other's utterance.,1
159,159,PF,SI,0.017241379310345,Prohibit/forbid/protest hearer's performance of an act,State intent to carry out act by speaker.,1
160,160,PF,STAPDWTXCT,0.137931034482759,Prohibit/forbid/protest hearer's performance of an act,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
161,161,PF,YYOO,0.327586206896552,Prohibit/forbid/protest hearer's performance of an act,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
162,162,SI,ABPMET,0.013888888888889,State intent to carry out act by speaker.,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,1
163,163,SI,ADALGI,0.013888888888889,State intent to carry out act by speaker.,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,1
164,164,SI,CL,0.027777777777778,State intent to carry out act by speaker.,Call attention to hearer by name or by substitute exclamations,1
165,165,SI,MKTOXA,0.041666666666667,State intent to carry out act by speaker.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,1
166,166,SI,PF,0.083333333333333,State intent to carry out act by speaker.,Prohibit/forbid/protest hearer's performance of an act,1
167,167,SI,QN,0.027777777777778,State intent to carry out act by speaker.,Ask a product-question (wh-question),1
168,168,SI,RD,0.041666666666667,State intent to carry out act by speaker.,Refuse to carry out an act requested or proposed by other.,0
169,169,SI,RPCS,0.152777777777778,State intent to carry out act by speaker.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
170,170,SI,RT,0.125,State intent to carry out act by speaker.,Repeat or imitate other's utterance.,1
171,171,SI,SI,0.027777777777778,State intent to carry out act by speaker.,State intent to carry out act by speaker.,1
172,172,SI,STAPDWTXCT,0.083333333333333,State intent to carry out act by speaker.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
173,173,SI,YYOO,0.361111111111111,State intent to carry out act by speaker.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
174,174,SS,ABPMET,0.027027027027027,Signal to start performing an act such as running or rolling a ball,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,1
175,175,SS,AC,0.162162162162162,Signal to start performing an act such as running or rolling a ball,Answer calls; show attentiveness to communications.,1
176,176,SS,MKTOXA,0.027027027027027,Signal to start performing an act such as running or rolling a ball,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,1
177,177,SS,QN,0.027027027027027,Signal to start performing an act such as running or rolling a ball,Ask a product-question (wh-question),1
178,178,SS,RD,0.135135135135135,Signal to start performing an act such as running or rolling a ball,Refuse to carry out an act requested or proposed by other.,0
179,179,SS,SI,0.027027027027027,Signal to start performing an act such as running or rolling a ball,State intent to carry out act by speaker.,1
180,180,SS,STAPDWTXCT,0.108108108108108,Signal to start performing an act such as running or rolling a ball,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
181,181,SS,YQTQ,0.027027027027027,Signal to start performing an act such as running or rolling a ball,Ask a yes/no question. | Ask a limited-alternative yes/no question.,1
182,182,SS,YYOO,0.45945945945946,Signal to start performing an act such as running or rolling a ball,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
183,183,AA,AC,0.071428571428572,Answer in the affirmative to yes/no question.,Answer calls; show attentiveness to communications.,1
184,184,AA,CL,0.071428571428572,Answer in the affirmative to yes/no question.,Call attention to hearer by name or by substitute exclamations,0
185,185,AA,MKTOXA,0.071428571428572,Answer in the affirmative to yes/no question.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,1
186,186,AA,PF,0.071428571428572,Answer in the affirmative to yes/no question.,Prohibit/forbid/protest hearer's performance of an act,1
187,187,AA,RR,0.285714285714286,Answer in the affirmative to yes/no question.,Request to repeat utterance.,1
188,188,AA,STAPDWTXCT,0.071428571428572,Answer in the affirmative to yes/no question.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
189,189,AA,YQTQ,0.071428571428572,Answer in the affirmative to yes/no question.,Ask a yes/no question. | Ask a limited-alternative yes/no question.,1
190,190,AA,YYOO,0.285714285714286,Answer in the affirmative to yes/no question.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
191,191,ADALGI,AC,0.016393442622951,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,Answer calls; show attentiveness to communications.,1
192,192,ADALGI,ADALGI,0.016393442622951,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,0
193,193,ADALGI,CL,0.065573770491803,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,Call attention to hearer by name or by substitute exclamations,1
194,194,ADALGI,DP,0.016393442622951,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,Declare make-believe reality.,1
195,195,ADALGI,MKTOXA,0.016393442622951,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,1
196,196,ADALGI,PF,0.016393442622951,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,Prohibit/forbid/protest hearer's performance of an act,1
197,197,ADALGI,QN,0.016393442622951,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,Ask a product-question (wh-question),1
198,198,ADALGI,RD,0.032786885245902,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,Refuse to carry out an act requested or proposed by other.,1
199,199,ADALGI,RPCS,0.19672131147541,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
200,200,ADALGI,RT,0.016393442622951,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,Repeat or imitate other's utterance.,1
201,201,ADALGI,SI,0.131147540983607,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,State intent to carry out act by speaker.,1
202,202,ADALGI,STAPDWTXCT,0.131147540983607,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
203,203,ADALGI,YYOO,0.327868852459016,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
204,204,CL,AC,0.060606060606061,Call attention to hearer by name or by substitute exclamations,Answer calls; show attentiveness to communications.,1
205,205,CL,PF,0.121212121212121,Call attention to hearer by name or by substitute exclamations,Prohibit/forbid/protest hearer's performance of an act,1
206,206,CL,PRCN,0.03030303030303,Call attention to hearer by name or by substitute exclamations,Perform verbal move in game. | Count.,0
207,207,CL,RD,0.121212121212121,Call attention to hearer by name or by substitute exclamations,Refuse to carry out an act requested or proposed by other.,1
208,208,CL,RPCS,0.090909090909091,Call attention to hearer by name or by substitute exclamations,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
209,209,CL,RT,0.03030303030303,Call attention to hearer by name or by substitute exclamations,Repeat or imitate other's utterance.,1
210,210,CL,SA,0.03030303030303,Call attention to hearer by name or by substitute exclamations,Answer a wh-question with a statement.,0
211,211,CL,SI,0.03030303030303,Call attention to hearer by name or by substitute exclamations,State intent to carry out act by speaker.,1
212,212,CL,STAPDWTXCT,0.060606060606061,Call attention to hearer by name or by substitute exclamations,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,0
213,213,CL,TA,0.03030303030303,Call attention to hearer by name or by substitute exclamations,Answer a limited-alternative question.,0
214,214,CL,YYOO,0.393939393939394,Call attention to hearer by name or by substitute exclamations,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
215,215,SA,AC,0.020408163265306,Answer a wh-question with a statement.,Answer calls; show attentiveness to communications.,1
216,216,SA,CL,0.020408163265306,Answer a wh-question with a statement.,Call attention to hearer by name or by substitute exclamations,1
217,217,SA,MKTOXA,0.061224489795918,Answer a wh-question with a statement.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,1
218,218,SA,PRCN,0.020408163265306,Answer a wh-question with a statement.,Perform verbal move in game. | Count.,1
219,219,SA,QN,0.142857142857143,Answer a wh-question with a statement.,Ask a product-question (wh-question),1
220,220,SA,RPCS,0.061224489795918,Answer a wh-question with a statement.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
221,221,SA,RT,0.26530612244898,Answer a wh-question with a statement.,Repeat or imitate other's utterance.,1
222,222,SA,SA,0.040816326530612,Answer a wh-question with a statement.,Answer a wh-question with a statement.,0
223,223,SA,SI,0.020408163265306,Answer a wh-question with a statement.,State intent to carry out act by speaker.,1
224,224,SA,STAPDWTXCT,0.102040816326531,Answer a wh-question with a statement.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
225,225,SA,YQTQ,0.020408163265306,Answer a wh-question with a statement.,Ask a yes/no question. | Ask a limited-alternative yes/no question.,1
226,226,SA,YYOO,0.224489795918367,Answer a wh-question with a statement.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
227,227,EQ,ADALGI,0.058823529411765,Eliciting question (e.g. hmm?).,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,0
228,228,EQ,CL,0.058823529411765,Eliciting question (e.g. hmm?).,Call attention to hearer by name or by substitute exclamations,1
229,229,EQ,MKTOXA,0.058823529411765,Eliciting question (e.g. hmm?).,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,0
230,230,EQ,PF,0.058823529411765,Eliciting question (e.g. hmm?).,Prohibit/forbid/protest hearer's performance of an act,0
231,231,EQ,QN,0.058823529411765,Eliciting question (e.g. hmm?).,Ask a product-question (wh-question),1
232,232,EQ,RD,0.058823529411765,Eliciting question (e.g. hmm?).,Refuse to carry out an act requested or proposed by other.,1
233,233,EQ,RPCS,0.117647058823529,Eliciting question (e.g. hmm?).,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
234,234,EQ,SA,0.058823529411765,Eliciting question (e.g. hmm?).,Answer a wh-question with a statement.,1
235,235,EQ,SI,0.058823529411765,Eliciting question (e.g. hmm?).,State intent to carry out act by speaker.,1
236,236,EQ,STAPDWTXCT,0.117647058823529,Eliciting question (e.g. hmm?).,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
237,237,EQ,YYOO,0.294117647058824,Eliciting question (e.g. hmm?).,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
238,238,RR,ADALGI,0.014492753623188,Request to repeat utterance.,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,0
239,239,RR,AN,0.014492753623188,Request to repeat utterance.,Answer in the negative to yes/no question,0
240,240,RR,MKTOXA,0.028985507246377,Request to repeat utterance.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,0
241,241,RR,QN,0.043478260869565,Request to repeat utterance.,Ask a product-question (wh-question),0
242,242,RR,RD,0.014492753623188,Request to repeat utterance.,Refuse to carry out an act requested or proposed by other.,0
243,243,RR,RPCS,0.072463768115942,Request to repeat utterance.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
244,244,RR,RR,0.014492753623188,Request to repeat utterance.,Request to repeat utterance.,0
245,245,RR,SA,0.072463768115942,Request to repeat utterance.,Answer a wh-question with a statement.,1
246,246,RR,SI,0.028985507246377,Request to repeat utterance.,State intent to carry out act by speaker.,0
247,247,RR,STAPDWTXCT,0.188405797101449,Request to repeat utterance.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
248,248,RR,YQTQ,0.014492753623188,Request to repeat utterance.,Ask a yes/no question. | Ask a limited-alternative yes/no question.,0
249,249,RR,YYOO,0.492753623188406,Request to repeat utterance.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
250,250,RT,ADALGI,0.037037037037037,Repeat or imitate other's utterance.,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,0
251,251,RT,MKTOXA,0.037037037037037,Repeat or imitate other's utterance.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,1
252,252,RT,PRCN,0.111111111111111,Repeat or imitate other's utterance.,Perform verbal move in game. | Count.,1
253,253,RT,QN,0.037037037037037,Repeat or imitate other's utterance.,Ask a product-question (wh-question),1
254,254,RT,RPCS,0.074074074074074,Repeat or imitate other's utterance.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
255,255,RT,RT,0.111111111111111,Repeat or imitate other's utterance.,Repeat or imitate other's utterance.,1
256,256,RT,SI,0.074074074074074,Repeat or imitate other's utterance.,State intent to carry out act by speaker.,1
257,257,RT,STAPDWTXCT,0.222222222222222,Repeat or imitate other's utterance.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
258,258,RT,YQTQ,0.037037037037037,Repeat or imitate other's utterance.,Ask a yes/no question. | Ask a limited-alternative yes/no question.,1
259,259,RT,YYOO,0.259259259259259,Repeat or imitate other's utterance.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
260,260,YYOO,ADALGI,0.014492753623188,Make a word-like utterance without clear function. | Unintelligible vocalization.,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,0
261,261,YYOO,CL,0.028985507246377,Make a word-like utterance without clear function. | Unintelligible vocalization.,Call attention to hearer by name or by substitute exclamations,0
262,262,YYOO,MKTOXA,0.072463768115942,Make a word-like utterance without clear function. | Unintelligible vocalization.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,0
263,263,YYOO,PF,0.028985507246377,Make a word-like utterance without clear function. | Unintelligible vocalization.,Prohibit/forbid/protest hearer's performance of an act,0
264,264,YYOO,PRCN,0.028985507246377,Make a word-like utterance without clear function. | Unintelligible vocalization.,Perform verbal move in game. | Count.,0
265,265,YYOO,QN,0.014492753623188,Make a word-like utterance without clear function. | Unintelligible vocalization.,Ask a product-question (wh-question),0
266,266,YYOO,RD,0.043478260869565,Make a word-like utterance without clear function. | Unintelligible vocalization.,Refuse to carry out an act requested or proposed by other.,0
267,267,YYOO,RPCS,0.057971014492754,Make a word-like utterance without clear function. | Unintelligible vocalization.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,0
268,268,YYOO,RT,0.014492753623188,Make a word-like utterance without clear function. | Unintelligible vocalization.,Repeat or imitate other's utterance.,0
269,269,YYOO,SI,0.086956521739131,Make a word-like utterance without clear function. | Unintelligible vocalization.,State intent to carry out act by speaker.,0
270,270,YYOO,STAPDWTXCT,0.130434782608696,Make a word-like utterance without clear function. | Unintelligible vocalization.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,0
271,271,YYOO,YYOO,0.478260869565217,Make a word-like utterance without clear function. | Unintelligible vocalization.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
272,272,AC,CL,0.020408163265306,Answer calls; show attentiveness to communications.,Call attention to hearer by name or by substitute exclamations,0
273,273,AC,MKTOXA,0.071428571428572,Answer calls; show attentiveness to communications.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,1
274,274,AC,PRCN,0.030612244897959,Answer calls; show attentiveness to communications.,Perform verbal move in game. | Count.,1
275,275,AC,QN,0.010204081632653,Answer calls; show attentiveness to communications.,Ask a product-question (wh-question),1
276,276,AC,RD,0.010204081632653,Answer calls; show attentiveness to communications.,Refuse to carry out an act requested or proposed by other.,0
277,277,AC,RPCS,0.091836734693878,Answer calls; show attentiveness to communications.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
278,278,AC,RT,0.010204081632653,Answer calls; show attentiveness to communications.,Repeat or imitate other's utterance.,1
279,279,AC,SI,0.040816326530612,Answer calls; show attentiveness to communications.,State intent to carry out act by speaker.,1
280,280,AC,STAPDWTXCT,0.295918367346939,Answer calls; show attentiveness to communications.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
281,281,AC,YYOO,0.418367346938775,Answer calls; show attentiveness to communications.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
282,282,DC,CL,0.083333333333333,Create a new state of affairs by declaration,Call attention to hearer by name or by substitute exclamations,0
283,283,DC,MKTOXA,0.166666666666667,Create a new state of affairs by declaration,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,1
284,284,DC,ND,0.083333333333333,Create a new state of affairs by declaration,Disagree with a declaration.,1
285,285,DC,PF,0.083333333333333,Create a new state of affairs by declaration,Prohibit/forbid/protest hearer's performance of an act,1
286,286,DC,PRCN,0.083333333333333,Create a new state of affairs by declaration,Perform verbal move in game. | Count.,0
287,287,DC,RPCS,0.166666666666667,Create a new state of affairs by declaration,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
288,288,DC,RT,0.083333333333333,Create a new state of affairs by declaration,Repeat or imitate other's utterance.,1
289,289,DC,YYOO,0.25,Create a new state of affairs by declaration,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
290,290,EAEIECEX,CL,0.008403361344538,Elicit onomatopoeic or animal sounds. | Elicit imitation of word or sentence by modelling or by explicit command | Elicit completion of word or sentence. | Elicit completion of rote-learned text.,Call attention to hearer by name or by substitute exclamations,0
291,291,EAEIECEX,CXSC,0.050420168067227,Elicit onomatopoeic or animal sounds. | Elicit imitation of word or sentence by modelling or by explicit command | Elicit completion of word or sentence. | Elicit completion of rote-learned text.,Complete text if so demanded. | Complete statement or other utterance in compliance with request,1
292,292,EAEIECEX,MKTOXA,0.008403361344538,Elicit onomatopoeic or animal sounds. | Elicit imitation of word or sentence by modelling or by explicit command | Elicit completion of word or sentence. | Elicit completion of rote-learned text.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,0
293,293,EAEIECEX,PRCN,0.478991596638655,Elicit onomatopoeic or animal sounds. | Elicit imitation of word or sentence by modelling or by explicit command | Elicit completion of word or sentence. | Elicit completion of rote-learned text.,Perform verbal move in game. | Count.,1
294,294,EAEIECEX,QN,0.016806722689076,Elicit onomatopoeic or animal sounds. | Elicit imitation of word or sentence by modelling or by explicit command | Elicit completion of word or sentence. | Elicit completion of rote-learned text.,Ask a product-question (wh-question),0
295,295,EAEIECEX,RPCS,0.016806722689076,Elicit onomatopoeic or animal sounds. | Elicit imitation of word or sentence by modelling or by explicit command | Elicit completion of word or sentence. | Elicit completion of rote-learned text.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,0
296,296,EAEIECEX,RT,0.168067226890756,Elicit onomatopoeic or animal sounds. | Elicit imitation of word or sentence by modelling or by explicit command | Elicit completion of word or sentence. | Elicit completion of rote-learned text.,Repeat or imitate other's utterance.,1
297,297,EAEIECEX,SA,0.008403361344538,Elicit onomatopoeic or animal sounds. | Elicit imitation of word or sentence by modelling or by explicit command | Elicit completion of word or sentence. | Elicit completion of rote-learned text.,Answer a wh-question with a statement.,0
298,298,EAEIECEX,SI,0.016806722689076,Elicit onomatopoeic or animal sounds. | Elicit imitation of word or sentence by modelling or by explicit command | Elicit completion of word or sentence. | Elicit completion of rote-learned text.,State intent to carry out act by speaker.,1
299,299,EAEIECEX,STAPDWTXCT,0.084033613445378,Elicit onomatopoeic or animal sounds. | Elicit imitation of word or sentence by modelling or by explicit command | Elicit completion of word or sentence. | Elicit completion of rote-learned text.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
300,300,EAEIECEX,YYOO,0.142857142857143,Elicit onomatopoeic or animal sounds. | Elicit imitation of word or sentence by modelling or by explicit command | Elicit completion of word or sentence. | Elicit completion of rote-learned text.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
301,301,GR,CL,0.176470588235294,Give reason; justify a request for an action refusal or prohibition,Call attention to hearer by name or by substitute exclamations,0
302,302,GR,PF,0.235294117647059,Give reason; justify a request for an action refusal or prohibition,Prohibit/forbid/protest hearer's performance of an act,0
303,303,GR,QN,0.058823529411765,Give reason; justify a request for an action refusal or prohibition,Ask a product-question (wh-question),1
304,304,GR,RD,0.117647058823529,Give reason; justify a request for an action refusal or prohibition,Refuse to carry out an act requested or proposed by other.,0
305,305,GR,RPCS,0.117647058823529,Give reason; justify a request for an action refusal or prohibition,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
306,306,GR,STAPDWTXCT,0.058823529411765,Give reason; justify a request for an action refusal or prohibition,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
307,307,GR,YYOO,0.235294117647059,Give reason; justify a request for an action refusal or prohibition,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
308,308,PRCN,CL,0.034013605442177,Perform verbal move in game. | Count.,Call attention to hearer by name or by substitute exclamations,1
309,309,PRCN,FP,0.006802721088435,Perform verbal move in game. | Count.,Ask for permission to carry out act.,1
310,310,PRCN,MKTOXA,0.020408163265306,Perform verbal move in game. | Count.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,1
311,311,PRCN,PF,0.020408163265306,Perform verbal move in game. | Count.,Prohibit/forbid/protest hearer's performance of an act,1
312,312,PRCN,PRCN,0.149659863945578,Perform verbal move in game. | Count.,Perform verbal move in game. | Count.,1
313,313,PRCN,QN,0.006802721088435,Perform verbal move in game. | Count.,Ask a product-question (wh-question),1
314,314,PRCN,RD,0.006802721088435,Perform verbal move in game. | Count.,Refuse to carry out an act requested or proposed by other.,1
315,315,PRCN,RPCS,0.102040816326531,Perform verbal move in game. | Count.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
316,316,PRCN,RT,0.08843537414966,Perform verbal move in game. | Count.,Repeat or imitate other's utterance.,1
317,317,PRCN,SI,0.027210884353742,Perform verbal move in game. | Count.,State intent to carry out act by speaker.,1
318,318,PRCN,STAPDWTXCT,0.054421768707483,Perform verbal move in game. | Count.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
319,319,PRCN,YQTQ,0.006802721088435,Perform verbal move in game. | Count.,Ask a yes/no question. | Ask a limited-alternative yes/no question.,1
320,320,PRCN,YYOO,0.476190476190476,Perform verbal move in game. | Count.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
321,321,WD,CL,0.285714285714286,Warn of danger.,Call attention to hearer by name or by substitute exclamations,1
322,322,WD,RPCS,0.142857142857143,Warn of danger.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
323,323,WD,RT,0.142857142857143,Warn of danger.,Repeat or imitate other's utterance.,1
324,324,WD,YYOO,0.428571428571429,Warn of danger.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
325,325,CRDS,DC,0.071428571428572,Criticize or point out error in nonverbal act. | Disapprove scold protest disruptive behavior.,Create a new state of affairs by declaration,1
326,326,CRDS,MKTOXA,0.071428571428572,Criticize or point out error in nonverbal act. | Disapprove scold protest disruptive behavior.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,1
327,327,CRDS,PF,0.071428571428572,Criticize or point out error in nonverbal act. | Disapprove scold protest disruptive behavior.,Prohibit/forbid/protest hearer's performance of an act,0
328,328,CRDS,RR,0.142857142857143,Criticize or point out error in nonverbal act. | Disapprove scold protest disruptive behavior.,Request to repeat utterance.,1
329,329,CRDS,RT,0.071428571428572,Criticize or point out error in nonverbal act. | Disapprove scold protest disruptive behavior.,Repeat or imitate other's utterance.,0
330,330,CRDS,SI,0.071428571428572,Criticize or point out error in nonverbal act. | Disapprove scold protest disruptive behavior.,State intent to carry out act by speaker.,1
331,331,CRDS,STAPDWTXCT,0.071428571428572,Criticize or point out error in nonverbal act. | Disapprove scold protest disruptive behavior.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
332,332,CRDS,YYOO,0.428571428571429,Criticize or point out error in nonverbal act. | Disapprove scold protest disruptive behavior.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
333,333,FP,DC,0.043478260869565,Ask for permission to carry out act.,Create a new state of affairs by declaration,0
334,334,FP,PA,0.347826086956522,Ask for permission to carry out act.,Permit hearer to perform act.,1
335,335,FP,PF,0.260869565217391,Ask for permission to carry out act.,Prohibit/forbid/protest hearer's performance of an act,1
336,336,FP,RD,0.130434782608696,Ask for permission to carry out act.,Refuse to carry out an act requested or proposed by other.,1
337,337,FP,RPCS,0.043478260869565,Ask for permission to carry out act.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,0
338,338,FP,RR,0.043478260869565,Ask for permission to carry out act.,Request to repeat utterance.,1
339,339,FP,YYOO,0.130434782608696,Ask for permission to carry out act.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
